상가업소번호,상호명,상권업종중분류명,행정동명,경도,위도,기초지자체 방문자 비율,상권분류
MA010120220808177609,참불닭,기타 간이,안강읍,129.2180347,35.99119908,3.2,로컬상권
MA010120220809102745,청정횟집,한식,감포읍,129.4911991,35.75539021,4.5,로컬상권
MA010120220809102805,일월매운탕,한식,성건동,129.2132469,35.85018556,3.3,로컬상권
MA010120220810419016,윤이네,기타 간이,문무대왕면,129.4414595,35.79123454,2.4,로컬상권
MA010120220809085329,스위트,주점,황성동,129.2186689,35.8684127,3.2,로컬상권
MA010120220806729953,동막골,주점,용강동,129.2296389,35.87867055,1.6,로컬상권
MA010120220812801468,불가마순대국밥,한식,불국동,129.3011227,35.77550547,6.1,핫플레이스
MA010120220813481329,대구집,한식,불국동,129.3011741,35.77575677,6.1,핫플레이스
MA010120220811553485,용강통식당,주점,용강동,129.2298193,35.87918079,1.6,로컬상권
MA010120220808646934,와플대학용황캠퍼스,기타 간이,용강동,129.2261291,35.88498888,1.6,로컬상권
MA010120220803851594,불국빵,기타 간이,황남동,129.2150647,35.83516769,10.7,핫플레이스
MA010120220810156049,레드,비알코올 ,안강읍,129.1923647,36.01350307,3.2,로컬상권
MA010120220809113474,임곡원조춘천닭갈비,한식,황성동,129.2160885,35.86320728,3.2,로컬상권
MA010120220811720008,수국식당,한식,보덕동,129.2927892,35.84716166,12.9,핫플레이스
MA010120220810651277,멕시카나치킨,기타 간이,문무대왕면,129.4420372,35.79240312,2.4,로컬상권
MA010120220809123919,당나무흑염소,한식,건천읍,129.076732,35.83165572,7.6,핫플레이스
MA010120220809117426,통나무집,한식,안강읍,129.1575747,36.01799066,3.2,로컬상권
MA010120220813147606,스마일찰진꽈배기,기타 간이,안강읍,129.2248185,35.99232583,3.2,로컬상권
MA010120220802679469,소라네커피,비알코올 ,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220810435663,2378단골횟집,한식,동천동,129.2235346,35.85753725,2.1,로컬상권
MA010120220809111104,피자빙고,기타 간이,성건동,129.206061,35.8552645,3.3,로컬상권
MA010120220809101151,용강국밥,한식,용강동,129.2310547,35.87743686,1.6,로컬상권
MA010120220809130507,정남회식당,한식,양남면,129.4583708,35.66697406,4.6,로컬상권
MA010120220809102727,진미분식,기타 간이,황오동,129.2163118,35.84538956,11.3,핫플레이스
MA010120220809119511,파리바게뜨경주금장점,기타 간이,현곡면,129.2034955,35.87053924,1.2,로컬상권
MA010120220809119726,현대공단식당,한식,외동읍,129.3185048,35.70199825,5.0,핫플레이스
MA010120220809751871,개미초장,한식,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220810009233,진짜순대집,한식,외동읍,129.2787854,35.7083617,5.0,핫플레이스
MA010120220810225259,피피노피자,기타 간이,황성동,129.2141289,35.86677551,3.2,로컬상권
MA010120220807162746,자연애곤드레참한밥상,한식,월성동,129.2322207,35.84244588,7.1,핫플레이스
MA010120220807332524,업소명없음,비알코올 ,양남면,129.4717482,35.68363908,4.6,로컬상권
MA010120220807068852,경주에스밀다,비알코올 ,월성동,129.2298006,35.84058964,7.1,핫플레이스
MA010120220814119773,명인만두충효점,기타 간이,선도동,129.1855567,35.84254716,2.0,로컬상권
MA010120220813864190,고수림,한식,외동읍,129.3127705,35.68131254,5.0,핫플레이스
MA010120220809116131,여기당,한식,월성동,129.2434786,35.795409,7.1,핫플레이스
MA010120220811881577,신바람꽈배기,기타 간이,안강읍,129.2228169,35.99172323,3.2,로컬상권
MA010120220806585688,중화요리만당,중식,선도동,129.1708379,35.84618401,2.0,로컬상권
MA010120220806922159,보말집,기타 간이,황남동,129.2094335,35.83680317,10.7,핫플레이스
MA010120220813441608,정밤,서양식,황남동,129.2086313,35.83620521,10.7,핫플레이스
MA010120220807884749,신라오능점,기타 간이,황남동,129.2115517,35.82022999,10.7,핫플레이스
MA010120220803068857,정씨,한식,황성동,129.2140015,35.86895838,3.2,로컬상권
MA010120220812468767,에이스,주점,성건동,129.2059131,35.85432112,3.3,로컬상권
MA010120220811551614,대동회식당,한식,감포읍,129.4843248,35.74440511,4.5,로컬상권
MA010120220808561423,다경닭집,한식,황오동,129.2164046,35.84554102,11.3,핫플레이스
MA010120220813794484,한반도회대게직판장,한식,감포읍,129.5064368,35.80943932,4.5,로컬상권
MA010120220811905916,샵한우,한식,용강동,129.2284949,35.88407098,1.6,로컬상권
MA010120220812913282,카페언더나인,비알코올 ,현곡면,129.1695108,35.89168394,1.2,로컬상권
MA010120220809130502,관성회식당,한식,양남면,129.4516927,35.66090228,4.6,로컬상권
MA010120220814273708,토함돼지국밥,한식,불국동,129.30032,35.77604343,6.1,핫플레이스
MA010120220812301115,남해식당,한식,감포읍,129.5024066,35.80402729,4.5,로컬상권
MA010120220812286209,동원삼겹,한식,안강읍,129.1953025,36.00226757,3.2,로컬상권
MA010120220806472177,강릉식당,한식,동천동,129.2331997,35.84499565,2.1,로컬상권
MA010120220809111721,통영할매굴국밥,한식,안강읍,129.2066016,35.99469877,3.2,로컬상권
MA010120220813163909,구로쌈밥,한식,황남동,129.2177866,35.83595544,10.7,핫플레이스
MA010120220809113926,상수리,한식,내남면,129.1289888,35.74904126,4.1,로컬상권
MA010120220809115390,수타왕손짜장,중식,내남면,129.2034711,35.72913763,4.1,로컬상권
MA010120220806971925,콘크카페,비알코올 ,양남면,129.4734236,35.68603738,4.6,로컬상권
MA010120220809112376,백미식당,한식,안강읍,129.2090168,35.99423082,3.2,로컬상권
MA010120220809112693,이동규손만두방,기타 간이,황성동,129.2103946,35.86464577,3.2,로컬상권
MA010120220813414438,이름없는닭강정,기타 간이,양남면,129.4637402,35.67677541,4.6,로컬상권
MA010120220813577085,세한도,한식,월성동,129.2617571,35.80036451,7.1,핫플레이스
MA010120220808852941,천하일미삼계탕,한식,선도동,129.1889518,35.84085443,2.0,로컬상권
MA010120220805893143,장가계,중식,양남면,129.4606748,35.66685489,4.6,로컬상권
MA010120220812738552,송대말칼국수,한식,감포읍,129.4983551,35.80744527,4.5,로컬상권
MA010120220812120499,북홈펍,한식,보덕동,129.2884474,35.84549647,12.9,핫플레이스
MA010120220803367946,햇살머믄꼬마김밥,비알코올 ,안강읍,129.2188803,35.99328283,3.2,로컬상권
MA010120220803786743,아세안프렌즈,동남아시아,외동읍,129.3245071,35.70936105,5.0,핫플레이스
MA010120220812630353,삐또레,비알코올 ,황성동,129.2121545,35.86503685,3.2,로컬상권
MA010120220809127116,태희맘백일상,기타 간이,동천동,129.2281168,35.85397431,2.1,로컬상권
MA010120220804788959,부산식당,한식,외동읍,129.3270187,35.71443039,5.0,핫플레이스
MA010120220811148155,가마솥,한식,안강읍,129.1967945,36.0008887,3.2,로컬상권
MA010120220803414705,오늘은고기먹는날,한식,성건동,129.2081083,35.85525391,3.3,로컬상권
MA010120220809120791,원조할매국밥,한식,동천동,129.2267149,35.85291906,2.1,로컬상권
MA010120220808408562,하나비,주점,동천동,129.2239615,35.85578133,2.1,로컬상권
MA010120220809334152,엄마손푸드,한식,외동읍,129.3109323,35.6819065,5.0,핫플레이스
MA010120220807386532,나아식당,한식,양남면,129.4705376,35.70131473,4.6,로컬상권
MA010120220810249080,참식혜맛김밥,기타 간이,황오동,129.2161593,35.84507701,11.3,핫플레이스
MA010120220809126034,오유가,중식,외동읍,129.3099915,35.76752339,5.0,핫플레이스
MA010120220809126825,이삭토스트,기타 간이,안강읍,129.2243191,35.99073128,3.2,로컬상권
MA010120220809127096,두성식당,한식,용강동,129.2254727,35.87775671,1.6,로컬상권
MA010120220809129131,별커피,비알코올 ,황성동,129.2131931,35.86576558,3.2,로컬상권
MA010120220803281668,자연을닮은소박한집,비알코올 ,천북면,129.2729056,35.89764582,3.4,로컬상권
MA010120220809109905,디미방민속떡방아간,기타 간이,황성동,129.2198005,35.86691408,3.2,로컬상권
MA010120220809172665,황용약수터,한식,보덕동,129.3684384,35.82548391,12.9,핫플레이스
MA010120220809328544,멕시카나치킨,기타 간이,불국동,129.3009586,35.77518423,6.1,핫플레이스
MA010120220809130399,산내산천매운탕,한식,산내면,129.0447898,35.75755802,1.0,로컬상권
MA010120220811526967,독도돼지국밥,한식,외동읍,129.3256363,35.71020422,5.0,핫플레이스
MA010120220812531037,대한연어,일식,성건동,129.2048992,35.85647522,3.3,로컬상권
MA010120220812657634,어실매운탕,한식,산내면,129.0449344,35.75715909,1.0,로컬상권
MA010120220812999139,기소야신경주역점,일식,건천읍,129.1393996,35.79808179,7.6,핫플레이스
MA010120220809121991,용강국밥불쭈꾸미,한식,동천동,129.2291863,35.84710656,2.1,로컬상권
MA010120220809122151,남산경주빵,기타 간이,월성동,129.2203278,35.83700777,7.1,핫플레이스
MA010120220809122243,고향식당,한식,황오동,129.2149545,35.84393688,11.3,핫플레이스
MA010120220813133476,오가네모찌,비알코올 ,황남동,129.2089242,35.83559613,10.7,핫플레이스
MA010120220809691568,벤자마스가든,비알코올 ,동천동,129.2379147,35.84383566,2.1,로컬상권
MA010120220809794528,부산식당,한식,황오동,129.2163118,35.84538956,11.3,핫플레이스
MA010120220813643707,향,주점,안강읍,129.1956086,36.00010851,3.2,로컬상권
MA010120220809130181,더빈스커피앤노상치킨,비알코올 ,안강읍,129.1934653,36.00199484,3.2,로컬상권
MA010120220807570331,참뼈충효점,한식,선도동,129.187357,35.84161334,2.0,로컬상권
MA010120220810811363,용강곱창,한식,용강동,129.2236125,35.86269877,1.6,로컬상권
MA010120220811935486,가람케이크,기타 간이,동천동,129.2301712,35.84947603,2.1,로컬상권
MA010120220809105569,우렁각시쌈밥,한식,황남동,129.2041398,35.79783993,10.7,핫플레이스
MA010120220807760983,이백장돈가스,일식,황성동,129.2171879,35.86214178,3.2,로컬상권
MA010120220809102547,경주칼치불낙,한식,동천동,129.223114,35.85753603,2.1,로컬상권
MA010120220809102903,파리바게트제과점,기타 간이,황성동,129.2139878,35.86528239,3.2,로컬상권
MA010120220803272584,첨성대초콜렛,기타 간이,황남동,129.2061446,35.83871077,10.7,핫플레이스
MA010120220803075474,그랜드노래궁,주점,동천동,129.2233581,35.85557625,2.1,로컬상권
MA010120220812154603,7광구기사식당,한식,강동면,129.2470082,35.96941359,1.8,로컬상권
MA010120220811814449,남산루,중식,황남동,129.2054145,35.79113975,10.7,핫플레이스
MA010120220805023565,최영화빵황리단점,기타 간이,황남동,129.2096825,35.83899714,10.7,핫플레이스
MA010120220804039974,스모프치킨,기타 간이,안강읍,129.2286188,35.99341758,3.2,로컬상권
MA010120220805252176,수노래궁,주점,감포읍,129.5023133,35.80457884,4.5,로컬상권
MA010120220809118502,대부육회,한식,동천동,129.222771,35.85556009,2.1,로컬상권
MA010120220809118674,나나분식,기타 간이,현곡면,129.203853,35.86785658,1.2,로컬상권
MA010120220809112698,진짜루,중식,외동읍,129.3260301,35.7104489,5.0,핫플레이스
MA010120220812681248,명품한우암소숯불,한식,감포읍,129.5021284,35.80608734,4.5,로컬상권
MA010120220803104641,명성회센터,한식,감포읍,129.5035439,35.80431894,4.5,로컬상권
MA010120220800140587,황남거북이,주점,황남동,129.2115249,35.83680073,10.7,핫플레이스
MA010120220805897555,락원가든,한식,건천읍,129.1204242,35.86060048,7.6,핫플레이스
MA010120220806569742,전망대식당커피,비알코올 ,양남면,129.373765,35.67162802,4.6,로컬상권
MA010120220800520168,부성식당,한식,안강읍,129.2158867,35.99249122,3.2,로컬상권
MA010120220806901478,서악식당,한식,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220800113816,엔와이쿡,기타 간이,성건동,129.2049064,35.84634734,3.3,로컬상권
MA010120220805457697,소옥,한식,황남동,129.2124361,35.83454936,10.7,핫플레이스
MA010120220804792503,전복친구들,한식,외동읍,129.3217265,35.72775089,5.0,핫플레이스
MA010120220810169245,맛있는녀석들,한식,황남동,129.2112645,35.83619281,10.7,핫플레이스
MA010120220806509623,이디야경주동국대,비알코올 ,성건동,129.1903642,35.8612194,3.3,로컬상권
MA010120220804938982,달봉이치킨경주충효점,기타 간이,선도동,129.1801461,35.84500623,2.0,로컬상권
MA010120220814379105,리도,주점,황오동,129.2169715,35.84165607,11.3,핫플레이스
MA010120220805387147,돈석쇠,한식,동천동,129.2293926,35.84933731,2.1,로컬상권
MA010120220808520780,서민막창,한식,동천동,129.2267267,35.85215296,2.1,로컬상권
MA010120220803853709,봄봄경주점,비알코올 ,황오동,129.2128843,35.84430843,11.3,핫플레이스
MA010120220813896022,철수야족발먹자,한식,용강동,129.2304527,35.87847523,1.6,로컬상권
MA010120220810577311,의우회7080라이브,주점,동천동,129.2239851,35.85424912,2.1,로컬상권
MA010120220809128525,부산밀면옛날돈까스,한식,보덕동,129.284818,35.83548304,12.9,핫플레이스
MA010120220803921305,탕화쿵푸마라탕,중식,황오동,129.2139771,35.84181943,11.3,핫플레이스
MA010120220808264496,옛날통닭새벽닭,기타 간이,성건동,129.2072344,35.85526997,3.3,로컬상권
MA010120220805298020,마는끼니,일식,현곡면,129.2058376,35.87116301,1.2,로컬상권
MA010120220805521836,부바스,서양식,황오동,129.2118559,35.84234507,11.3,핫플레이스
MA010120220800307216,명문가야밀면,한식,건천읍,129.1064005,35.84766472,7.6,핫플레이스
MA010120220800372973,명성생오리,한식,동천동,129.2224852,35.8532497,2.1,로컬상권
MA010120220809116476,백록다방,비알코올 ,황오동,129.2072897,35.84050083,11.3,핫플레이스
MA010120220806771214,러브스토리인시애틀,비알코올 ,황오동,129.2068025,35.84208661,11.3,핫플레이스
MA010120220812907377,수협바다카페,비알코올 ,감포읍,129.5029153,35.80472848,4.5,로컬상권
MA010120220813994770,이디야알천점,비알코올 ,동천동,129.2305609,35.8495589,2.1,로컬상권
MA010120220808604902,언니화났닥,기타 간이,황성동,129.2119808,35.8599852,3.2,로컬상권
MA010120220809125327,개곡폭포가든,한식,외동읍,129.3346194,35.73409687,5.0,핫플레이스
MA010120220809129790,백년손님,한식,황남동,129.2129491,35.83429662,10.7,핫플레이스
MA010120220806859400,오오뎅뎅,주점,황성동,129.218387,35.86783223,3.2,로컬상권
MA010120220809103201,조개박사,한식,성건동,129.2070197,35.85471527,3.3,로컬상권
MA010120220809127281,청마루숯불,한식,천북면,129.2891087,35.92308008,3.4,로컬상권
MA010120220809130545,월계수산장가든,한식,산내면,129.0582958,35.69732412,1.0,로컬상권
MA010120220809113854,비비큐치킨,기타 간이,외동읍,129.3255887,35.71464726,5.0,핫플레이스
MA010120220809124657,고봉민김밥인,기타 간이,황성동,129.2116156,35.86675876,3.2,로컬상권
MA010120220809125050,파리바게뜨경주,기타 간이,성건동,129.2072846,35.84231203,3.3,로컬상권
MA010120220809115354,연화식당,한식,황남동,129.2115736,35.80905659,10.7,핫플레이스
MA010120220809901629,119딧고기,한식,황성동,129.2184791,35.86795668,3.2,로컬상권
MA010120220805334214,도미,기타 간이,황오동,129.21179,35.84076946,11.3,핫플레이스
MA010120220808118614,카페씨에로,비알코올 ,동천동,129.2351523,35.84398621,2.1,로컬상권
MA010120220809125876,또바기,주점,황오동,129.204515,35.83980392,11.3,핫플레이스
MA010120220808669407,대구왕뽈찜,한식,안강읍,129.2278356,35.97621358,3.2,로컬상권
MA010120220809109774,큰손짜장,중식,불국동,129.3046057,35.77168142,6.1,핫플레이스
MA010120220809116271,정회식당,한식,성건동,129.2032487,35.84243118,3.3,로컬상권
MA010120220806831610,늘봄떡갈비쌈밥,한식,불국동,129.3130854,35.79379206,6.1,핫플레이스
MA010120220809118859,어림지,한식,동천동,129.2246584,35.85338968,2.1,로컬상권
MA010120220810996133,멕시카나치킨,기타 간이,월성동,129.2611966,35.80985399,7.1,핫플레이스
MA010120220809125914,사브리나건천,비알코올 ,건천읍,129.1033735,35.84870894,7.6,핫플레이스
MA010120220809108493,삼능숯불생고기,한식,선도동,129.1886919,35.84146287,2.0,로컬상권
MA010120220806774628,논뚜렁밭뚜렁,한식,불국동,129.3254834,35.77938861,6.1,핫플레이스
MA010120220812716703,첨성대카페,비알코올 ,월성동,129.2203645,35.83594386,7.1,핫플레이스
MA010120220812870371,더블랙,비알코올 ,안강읍,129.2227116,35.9911305,3.2,로컬상권
MA010120220806499316,더샵,비알코올 ,강동면,129.2745243,35.98776219,1.8,로컬상권
MA010120220809126246,돈터국밥,한식,선도동,129.1840721,35.84288953,2.0,로컬상권
MA010120220809128302,허갈닭강정,기타 간이,안강읍,129.196853,36.00299603,3.2,로컬상권
MA010120220810345600,카페라임,비알코올 ,천북면,129.2459302,35.9188232,3.4,로컬상권
MA010120220813323039,어벤더치,비알코올 ,성건동,129.1901262,35.86142197,3.3,로컬상권
MA010120220810537802,라라양과점,비알코올 ,황남동,129.2093905,35.83844387,10.7,핫플레이스
MA010120220813547571,유캔두잇경주,비알코올 ,동천동,129.2235135,35.85678077,2.1,로컬상권
MA010120220813112577,우리들,주점,황성동,129.2192347,35.86647402,3.2,로컬상권
MA010120220811514643,대왕칼국수가야밀면,한식,감포읍,129.4850411,35.74575983,4.5,로컬상권
MA010120220812650475,캘리포니아카페,한식,천북면,129.2898577,35.92101147,3.4,로컬상권
MA010120220806990277,카페서동리32,비알코올 ,양남면,129.4165671,35.66438785,4.6,로컬상권
MA010120220800424152,취송노래타운,주점,외동읍,129.3261327,35.71397899,5.0,핫플레이스
MA010120220806475163,퍼즈커피로스터,비알코올 ,황오동,129.2099378,35.84261465,11.3,핫플레이스
MA010120220809101811,설록원,비알코올 ,황오동,129.2121366,35.84288954,11.3,핫플레이스
MA010120220809129065,우드페커,서양식,외동읍,129.3490871,35.68938515,5.0,핫플레이스
MA010120220800828596,카페뜰,비알코올 ,외동읍,129.3214865,35.68673117,5.0,핫플레이스
MA010120220809120806,한솥식당,한식,선도동,129.1860279,35.84278186,2.0,로컬상권
MA010120220809122701,1.2.3횟집,한식,안강읍,129.2153027,35.98865464,3.2,로컬상권
MA010120220809119285,우리돌곱창,한식,동천동,129.2293794,35.8480761,2.1,로컬상권
MA010120220806909604,동현구이,한식,성건동,129.2070132,35.85487758,3.3,로컬상권
MA010120220809913416,혜진분식,기타 간이,황오동,129.2158604,35.84507351,11.3,핫플레이스
MA010120220809123529,또래오래치킨경주산내점,기타 간이,산내면,129.0436125,35.75691124,1.0,로컬상권
MA010120220802834406,크라운호프경주,주점,황성동,129.2189601,35.86734409,3.2,로컬상권
MA010120220809125157,만석정숯불,한식,황성동,129.2117785,35.86744055,3.2,로컬상권
MA010120220810168719,황남주택,주점,황남동,129.2148335,35.83481153,10.7,핫플레이스
MA010120220803579575,산내노래광장,주점,산내면,129.0439471,35.75788773,1.0,로컬상권
MA010120220809125945,왕생굴구이,한식,황성동,129.2172112,35.86774583,3.2,로컬상권
MA010120220810449318,수성커피,비알코올 ,용강동,129.2267073,35.87835553,1.6,로컬상권
MA010120220805220510,가비엔자기,비알코올 ,안강읍,129.2254319,35.99166571,3.2,로컬상권
MA010120220805693063,기와골맷돌순두부,한식,월성동,129.251549,35.84189591,7.1,핫플레이스
MA010120220812340494,이디야경주입실점,비알코올 ,외동읍,129.3252131,35.70818507,5.0,핫플레이스
MA010120220809946732,통나무횟집,한식,불국동,129.3010982,35.77964169,6.1,핫플레이스
MA010120220807151074,미실,비알코올 ,황남동,129.2091621,35.83818676,10.7,핫플레이스
MA010120220808300070,수정각,중식,양남면,129.4698348,35.7007345,4.6,로컬상권
MA010120220809123969,고향떡집,기타 간이,불국동,129.3011227,35.77550547,6.1,핫플레이스
MA010120220805256683,담:다,일식,황오동,129.2140987,35.84659272,11.3,핫플레이스
MA010120220813719863,황리화덕가,서양식,황남동,129.2083509,35.83566974,10.7,핫플레이스
MA010120220813505173,한솔국수집,한식,감포읍,129.5023508,35.80683053,4.5,로컬상권
MA010120220806811875,그커피이야기,비알코올 ,강동면,129.2756863,35.99038912,1.8,로컬상권
MA010120220804143064,진현동커피;진현동까페,비알코올 ,불국동,129.3220431,35.77895956,6.1,핫플레이스
MA010120220807202156,포항물회,한식,외동읍,129.3237108,35.71617928,5.0,핫플레이스
MA010120220814254124,아림단란주점,주점,황오동,129.2154603,35.84381943,11.3,핫플레이스
MA010120220811126832,떡가마,기타 간이,황오동,129.2164591,35.84590944,11.3,핫플레이스
MA010120220814310863,사계절면가,기타 간이,외동읍,129.2747988,35.70919403,5.0,핫플레이스
MA010120220803275646,소풍,비알코올 ,감포읍,129.5168264,35.83616155,4.5,로컬상권
MA010120220806644444,삼성웰스토리골프존카운티감포,구내식당·뷔페,감포읍,129.486486,35.77300319,4.5,로컬상권
MA010120220813392173,원더풀,기타 간이,외동읍,129.3240088,35.71540764,5.0,핫플레이스
MA010120220809128355,하프앤드,기타 간이,안강읍,129.2216507,35.99283508,3.2,로컬상권
MA010120220809128506,홍두깨손칼국수,한식,안강읍,129.1945653,36.00207383,3.2,로컬상권
MA010120220809115518,시골어탕,한식,건천읍,129.1049644,35.84818548,7.6,핫플레이스
MA010120220809112043,찬영각,한식,불국동,129.3059624,35.81365253,6.1,핫플레이스
MA010120220809101639,토담,서양식,동천동,129.2247523,35.85674882,2.1,로컬상권
MA010120220812861517,팅커벨하우스,주점,동천동,129.225948,35.8567627,2.1,로컬상권
MA010120220809111208,중앙떡집,기타 간이,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220813391648,모임달,서양식,황남동,129.208405,35.83682209,10.7,핫플레이스
MA010120220812448116,유산균현미빵,기타 간이,동천동,129.2326198,35.84720497,2.1,로컬상권
MA010120220809123668,11CHESTERFIELDWAY,서양식,성건동,129.2050472,35.84743502,3.3,로컬상권
MA010120220811883441,옥이식당,한식,황오동,129.2158191,35.84319109,11.3,핫플레이스
MA010120220806629709,천북소머리곰탕,한식,천북면,129.263674,35.89895556,3.4,로컬상권
MA010120220814044351,양순네,한식,선도동,129.1860947,35.8423932,2.0,로컬상권
MA010120220812054959,커피아사cafeAsa,비알코올 ,불국동,129.2978809,35.77735153,6.1,핫플레이스
MA010120220814377656,월성한우,한식,문무대왕면,129.439754,35.79368387,2.4,로컬상권
MA010120220805046420,중식당,중식,황성동,129.218838,35.86534604,3.2,로컬상권
MA010120220803131476,울산집,한식,감포읍,129.5007372,35.8022871,4.5,로컬상권
MA010120220811905370,하삼동경주금장점,비알코올 ,현곡면,129.2037837,35.86735327,1.2,로컬상권
MA010120220812903837,롯데리아보문점,기타 간이,보덕동,129.2909001,35.83958401,12.9,핫플레이스
MA010120220808873254,진순이네,한식,외동읍,129.3054113,35.67618263,5.0,핫플레이스
MA010120220809105543,날마다좋은집,한식,불국동,129.3214792,35.78922418,6.1,핫플레이스
MA010120220809105636,고미정,한식,동천동,129.2239767,35.85830396,2.1,로컬상권
MA010120220812085295,고추잠자리,주점,보덕동,129.2814867,35.84550275,12.9,핫플레이스
MA010120220814062538,케이크한입,기타 간이,불국동,129.2993048,35.77611692,6.1,핫플레이스
MA010120220809123019,백년초칼국수,한식,황남동,129.206046,35.79438096,10.7,핫플레이스
MA010120220812228689,엄마밥상,한식,불국동,129.3011227,35.77550547,6.1,핫플레이스
MA010120220814063277,카페인아워타임경주점,기타 간이,황오동,129.2201647,35.84187641,11.3,핫플레이스
MA010120220809118831,커피동네다방,비알코올 ,문무대왕면,129.4426059,35.79147254,2.4,로컬상권
MA010120220812519466,진성숯불가든,한식,감포읍,129.5001975,35.80870437,4.5,로컬상권
MA010120220809122203,훌랄라참숯바베큐,기타 간이,안강읍,129.215895,35.99239196,3.2,로컬상권
MA010120220812816807,늘人,비알코올 ,월성동,129.2437129,35.78918742,7.1,핫플레이스
MA010120220810485138,우진수산,한식,안강읍,129.2276713,35.97904584,3.2,로컬상권
MA010120220809104342,황남빵,기타 간이,황오동,129.2136962,35.8408695,11.3,핫플레이스
MA010120220810550712,빽다방경주대릉원점,비알코올 ,황남동,129.2152181,35.83471434,10.7,핫플레이스
MA010120220811750074,여자만식당,한식,외동읍,129.3137272,35.76214445,5.0,핫플레이스
MA010120220810238719,향매김,비알코올 ,성건동,129.2032456,35.85311764,3.3,로컬상권
MA010120220809676952,이상복경주빵,기타 간이,월성동,129.2429919,35.7969769,7.1,핫플레이스
MA010120220802274269,생아구찜,한식,건천읍,129.1017601,35.85257572,7.6,핫플레이스
MA010120220809105443,유빈식당,한식,용강동,129.2257745,35.86164054,1.6,로컬상권
MA010120220812329096,한우데이,한식,내남면,129.202749,35.72338407,4.1,로컬상권
MA010120220811895232,카페하바나,비알코올 ,건천읍,129.0964752,35.84606327,7.6,핫플레이스
MA010120220808014251,천년애,기타 간이,황남동,129.209733,35.83323853,10.7,핫플레이스
MA010120220812800490,와우족발,한식,황성동,129.2159707,35.86851659,3.2,로컬상권
MA010120220804806993,로뎅,주점,감포읍,129.5020891,35.80518717,4.5,로컬상권
MA010120220805683287,경주황금십원빵,기타 간이,황남동,129.2095503,35.83781921,10.7,핫플레이스
MA010120220806736794,돼장간옆집,주점,양남면,129.4712807,35.7010562,4.6,로컬상권
MA010120220810889414,크라상점,기타 간이,황성동,129.2144208,35.86532847,3.2,로컬상권
MA010120220813774333,카페0.9,비알코올 ,불국동,129.3072003,35.77270388,6.1,핫플레이스
MA010120220805325280,슈어,비알코올 ,월성동,129.2304675,35.84109085,7.1,핫플레이스
MA010120220804957846,하늘,한식,건천읍,129.1043263,35.84874631,7.6,핫플레이스
MA010120220809119183,신불날개,기타 간이,안강읍,129.2192026,35.9917271,3.2,로컬상권
MA010120220809119249,먹거리해물생칼국수,한식,감포읍,129.5011536,35.80427863,4.5,로컬상권
MA010120220801141976,월산,한식,동천동,129.2255004,35.85540142,2.1,로컬상권
MA010120220806707809,봄봄위덕점,비알코올 ,강동면,129.2825921,36.01610785,1.8,로컬상권
MA010120220803555396,옥천식당,한식,안강읍,129.2231641,35.99263584,3.2,로컬상권
MA010120220807170178,함월커피,비알코올 ,서면,129.0421039,35.90046956,0.9,로컬상권
MA010120220805240271,이조참기름떡방앗간,기타 간이,내남면,129.1978748,35.75027079,4.1,로컬상권
MA010120220805002470,라쿵푸,중식,성건동,129.2064909,35.85520254,3.3,로컬상권
MA010120220808734515,경주본가뒷고기,한식,선도동,129.1769084,35.84477662,2.0,로컬상권
MA010120220805152012,미소,중식,외동읍,129.3229125,35.67116065,5.0,핫플레이스
MA010120220806994481,다래떡방앗간,기타 간이,동천동,129.2291156,35.84695469,2.1,로컬상권
MA010120220809110281,맛사랑,한식,황남동,129.2089937,35.83491005,10.7,핫플레이스
MA010120220811554118,이달빵카페,기타 간이,천북면,129.2687304,35.89608494,3.4,로컬상권
MA010120220809108455,멕시카나양념치킨,기타 간이,천북면,129.2685611,35.895971,3.4,로컬상권
MA010120220809111048,삼정,한식,안강읍,129.1948774,36.00093282,3.2,로컬상권
MA010120220809108386,꾸띵피자,기타 간이,안강읍,129.2252268,35.99147129,3.2,로컬상권
MA010120220812482427,석계자연농원,한식,외동읍,129.2834396,35.66818572,5.0,핫플레이스
MA010120220809124502,해수회집,일식,감포읍,129.4912132,35.78985302,4.5,로컬상권
MA010120220809131064,이디야경주,비알코올 ,성건동,129.2065959,35.85459691,3.3,로컬상권
MA010120220803214392,사시스스시,일식,황남동,129.2097064,35.83587007,10.7,핫플레이스
MA010120220805337894,카바디노래궁,주점,동천동,129.2239366,35.8544933,2.1,로컬상권
MA010120220812611351,부엉이,주점,동천동,129.2264607,35.85332924,2.1,로컬상권
MA010120220809113114,고맛집왕갈비,한식,안강읍,129.1953696,36.00108599,3.2,로컬상권
MA010120220809121881,송화,주점,동천동,129.2231369,35.85676972,2.1,로컬상권
MA010120220809122038,신전떡볶이,기타 간이,황오동,129.2136008,35.84142089,11.3,핫플레이스
MA010120220809105437,7080가요주점,주점,불국동,129.2981096,35.77723003,6.1,핫플레이스
MA010120220809102281,이삭토스트,기타 간이,성건동,129.2047005,35.85569496,3.3,로컬상권
